station_id,station_name,description,lat,lon
Invalides,Assemblée Nationale,Invalides,48.86141101,2.320121419
Muette,Ranelagh - Mozart,Muette,48.85545335,2.270191535
Batignolles,Batignolles - Place de Clichy,Batignolles,48.88347454,2.326493114
Saint-Lambert,Place Adolphe Cherioux - Vaugirard,Saint-Lambert,48.83959443,2.301065773
Muette,François Ponsard - La Muette,Muette,48.8583666,2.2744515
Europe,Naples - Rome,Europe,48.8799607,2.321358696
Arsenal,Neuve Saint-Pierre - Beautreillis,Arsenal,48.85355351,2.363912277
Plaine de Monceaux,Pereire - Place de Wagram,Plaine de Monceaux,48.88707061,2.304111125
Saint-Gervais,Hôtel de Ville - Pont-Marie,Saint-Gervais,48.85389965,2.356947251
Batignolles,Brochant - Square des Batignolles,Batignolles,48.88818699,2.316861143
Amérique,Manin - Crimée,Amérique,48.88312177,2.38636706
Mail,Jeûneurs - Mulhouse,Mail,48.868997,2.346925
Saint-Fargeau,Le Vau - Maurice Bertaux,Saint-Fargeau,48.86803439,2.411030612
Goutte-d'Or,Jessaint - Marx Dormoy,Goutte-d'Or,48.88484543,2.358930409
Combat,Botzaris - Crimée,Combat,48.87959699,2.388791334
Belleville,Belleville - Couronnes,Belleville,48.86883108,2.380986214
Ternes,Place Saint-Ferdinand,Ternes,48.8781553,2.288518048
Auteuil,Place de Barcelone - Mirabeau,Auteuil,48.84762303,2.273566425
Auteuil,Place de la Porte de Passy,Auteuil,48.8573411,2.264416554
Porte-Saint-Denis,Square Alban Satragne,Porte-Saint-Denis,48.87534055,2.355884761
Père-Lachaise,Charonne - Pierre Bayle,Père-Lachaise,48.85844505,2.390398122
Europe,Monceau - Malesherbes,Europe,48.8795079,2.3145456
Epinettes,Bessières - Porte de Clichy,Epinettes,48.89611762,2.31790904
Halles,Halles - Bourdonnais,Halles,48.86044899,2.346016243
Rochechouart,Dunkerque - Trudaine,Rochechouart,48.88215167,2.346325368
Saint-Lambert,Abbé Groult - Convention,Saint-Lambert,48.83596928,2.30206404
Champs-Elysées,Champs-Elysees - Bassano,Champs-Elysées,48.87181181,2.300238982
Rochechouart,Condorcet - Turgot,Rochechouart,48.87985156,2.345232368
Necker,Sèvres - Lecourbe,Necker,48.8447677,2.3110086
Halles,Grande Truanderie - Saint-Denis,Halles,48.8626302,2.3498075
Muette,Mairie du 16ème,Muette,48.86393685,2.276595309
Odéon,Herschel - Observatoire,Odéon,48.84342376,2.337664515
Epinettes,St-Ouen - Lamarck,Epinettes,48.89108304,2.326735695
Clignancourt,Marcadet - Ramey,Clignancourt,48.890875,2.3449019
Charonne,Alexandre Dumas - Place de la Réunion,Charonne,48.85533711,2.399770369
Saint-Ambroise,Saint-Maur - République,Saint-Ambroise,48.86418586,2.378317416
Picpus,Général Michel Bizot - Claude Decaen,Picpus,48.83481263,2.400927788
Salpêtrière,Le Brun - Gobelins,Salpêtrière,48.83509279,2.353468135
Saint-Germain-des-Prés,Beaux-Arts - Bonaparte,Saint-Germain-des-Prés,48.85645199,2.334851883
Saint-Thomas-d'Aquin,Raspail - Varenne,Saint-Thomas-d'Aquin,48.85314782,2.32639052
Folie-Méricourt,Richard Lenoir - Republique,Folie-Méricourt,48.8667175,2.3692541
Pont-de-Flandre,Grands Moulins de Pantin,Pont-de-Flandre,48.8973837,2.395998538
Grandes-Carrières,Etienne Jodelle - Saint Ouen,Grandes-Carrières,48.88794016,2.32612442
Goutte-d'Or,Jean-François Lépine - Stephenson,Goutte-d'Or,48.88611467,2.356855628
Grenelle,Lakanal - Commerce,Grenelle,48.84442463,2.294059172
Chaussée-d'Antin,Mathurins - Auber,Chaussée-d'Antin,48.87298884,2.329498421
Père-Lachaise,Villiers de l'Isle Adam - Pyrénées,Père-Lachaise,48.867362,2.396222
Sainte-Marguerite,Montreuil - Gonnet,Sainte-Marguerite,48.85050056,2.389085629
Pont-de-Flandre,Porte de la Villette,Pont-de-Flandre,48.89835197,2.386150137
Bel-Air,Porte Dorée,Bel-Air,48.8354337,2.4077132
Porte-Dauphine,Université Paris Dauphine,Porte-Dauphine,48.87070784,2.27486562
Notre-Dame-des-Champs,Assas - Vaugirard,Notre-Dame-des-Champs,48.84827411,2.329241373
Villette,Aubervilliers - Curial,Villette,48.89088305,2.368857935
Montparnasse,Méchain - Faubourg Saint-Jacques,Montparnasse,48.83586772,2.337980342
Halles,Lavandieres Sainte Opportune - Rivoli,Halles,48.8592797,2.346621752
Champs-Elysées,Petit Palais,Champs-Elysées,48.8667692,2.3157655
Picpus,Diderot - Reuilly,Picpus,48.84720846,2.386127338
Saint-Lambert,Palais des Sports,Saint-Lambert,48.83346852,2.285872065
Gros-Caillou,Surcouf - Université,Gros-Caillou,48.86127302,2.309453551
Montparnasse,Saint-Jacques - Tombe Issoire,Montparnasse,48.83320633,2.336910814
Notre-Dame-des-Champs,Blaise-Desgoffe - Vaugirard,Notre-Dame-des-Champs,48.84612888,2.324267216
Champs-Elysées,Georges V - François 1er,Champs-Elysées,48.87042247,2.301069796
Faubourg-Montmartre,Lamartine - Faubourg Montmartre,Faubourg-Montmartre,48.87661398,2.33976569
Bercy,François Truffaut - Saint Emilion,Bercy,48.83372354,2.386601903
Gare,Stade Georges Carpentier,Gare,48.82048244,2.366832197
Ternes,Pierre Demours - Laugier,Ternes,48.8813072,2.294846
Bercy,Bercy - Villot,Bercy,48.84179501,2.376785018
Ternes,Carnot - Général Lanrezac,Ternes,48.87544387,2.293824294
Grandes-Carrières,Damrémont - Ordener,Grandes-Carrières,48.89340039,2.336266524
Notre-Dame,Arcole - Notre-Dame,Notre-Dame,48.85388354,2.349379733
Notre-Dame,Marché aux fleurs,Notre-Dame,48.85525812,2.347375453
Jardin-des-Plantes,Buffon - Jardin des Plantes,Jardin-des-Plantes,48.84266847,2.361858711
Porte-Dauphine,Crevaux - Bugeaud,Porte-Dauphine,48.87080943,2.281149008
Auteuil,Murat - Porte de Saint-Cloud,Auteuil,48.83750863,2.257765196
Val-de-Grâce,Saint-Michel - Luxembourg,Val-de-Grâce,48.845,2.339787
Saint-Fargeau,Frères Flavien - Porte des Lilas,Saint-Fargeau,48.87809928,2.411046299
Sainte-Avoie,Temple - Haudriettes,Sainte-Avoie,48.86163688,2.356696021
Enfants-Rouges,Fille du Calvaire - Turenne,Enfants-Rouges,48.86210505,2.364960015
Auteuil,Porte de Saint Cloud - Parc des Princes,Auteuil,48.83866276,2.252516448
Vivienne,Filles Saint-Thomas - Place de la Bourse,Vivienne,48.86889989,2.339754385
Vivienne,Mairie du 2ème,Vivienne,48.86721904,2.340462544
Picpus,Stade Pershing,Picpus,48.82906343,2.459069237
Picpus,Fabre d'Eglantine - Place de la Nation,Picpus,48.8471116,2.3956204
Grandes-Carrières,Arthur Ranc - Hôpital Bichat,Grandes-Carrières,48.89787125,2.333521843
Combat,Simon Bolivar - Henri Turot,Combat,48.876887,2.374454
Sainte-Marguerite,Léon Frot - Charonne,Sainte-Marguerite,48.8549638,2.387217085
Saint-Fargeau,Gambetta - Tourelles,Saint-Fargeau,48.8753379,2.405992113
Père-Lachaise,Pyrénées - Charles Renouvier,Père-Lachaise,48.86095933,2.400421852
Saint-Lambert,Porte de la Plaine,Saint-Lambert,48.8280517,2.292427719
Odéon,Quatre Vents - Carrefour de l'Odéon,Odéon,48.85175137,2.338161695
Muette,Passy - Place du Costa Rica,Muette,48.8584893,2.2839655
Chaillot,Paul Valery - Victor Hugo,Chaillot,48.87137406,2.288712859
Gare,Ivry - Baudricourt,Gare,48.824696,2.363106074
Plaine de Monceaux,De Toqueville - Terrasse,Plaine de Monceaux,48.882428,2.314002
Parc-de-Montsouris,Liard - Amiral Mouchez,Parc-de-Montsouris,48.8214169,2.342167
Muette,Octave Feuillet - Albéric Magnard,Muette,48.86106903,2.273028307
Quinze-Vingts,Gare de Lyon - Place Louis Armand,Quinze-Vingts,48.84551509,2.372649845
Amérique,Place de Rhin et Danube,Amérique,48.88192766,2.392586768
Faubourg-du-Roule,Berri - Haussmann,Faubourg-du-Roule,48.87474605,2.308295332
Porte-Dauphine,Route de la Muette - Porte de Neuilly,Porte-Dauphine,48.8798926,2.2587671
Croulebarbe,Arago - Glacière,Croulebarbe,48.83486055,2.344577052
Folie-Méricourt,Parmentier - Abel rabaud,Folie-Méricourt,48.86921274,2.371688821
Petit-Montrouge,Place de la Porte de Châtillon,Petit-Montrouge,48.8242469,2.3186306
Ternes,Bayen - Pereire,Ternes,48.88180441,2.292108871
Porte-Dauphine,Flandrin - Henri Martin,Porte-Dauphine,48.8643275,2.2724174
Saint-Thomas-d'Aquin,Quai Voltaire,Saint-Thomas-d'Aquin,48.85894299,2.331418205
Saint-Fargeau,Pelleport - Belgrand,Saint-Fargeau,48.86500082,2.403980836
Grenelle,Théâtre - Lourmel,Grenelle,48.84820704,2.289865874
Saint-Fargeau,Borrégo - Gambetta,Saint-Fargeau,48.87330497,2.401414588
Combat,Manin - Simon Bolivar,Combat,48.87649965,2.379407363
Mail,Uzès - Montmartre,Mail,48.87079098,2.343101017
Goutte-d'Or,Léon - Doudeauville,Goutte-d'Or,48.88832422,2.353573373
Plaisance,Gergovie - Vercingétorix,Plaisance,48.83453414,2.313154547
Bel-Air,Pyramide - Parc Floral,Bel-Air,48.837442,2.440452
Porte-Saint-Martin,Vinaigriers - Magenta,Porte-Saint-Martin,48.8731167,2.3593052
Quinze-Vingts,Charenton - Prague,Quinze-Vingts,48.84817513,2.376358449
Saint-Fargeau,Porte de Bagnolet,Saint-Fargeau,48.86470714,2.408344637
Charonne,Louis Lumière,Charonne,48.86216198,2.411125782
Plaine de Monceaux,Phalsbourg - Villiers,Plaine de Monceaux,48.88242308,2.309045345
Notre-Dame,Quai de Béthune - Pont de la Tournelle,Notre-Dame,48.85097433,2.356307209
Saint-Lambert,Olivier de Serres - Leriche,Saint-Lambert,48.83460222,2.295748293
Plaisance,Didot - Mariniers,Plaisance,48.82650544,2.313136198
Villette,Lally-Tollendal - Armand Carrel,Villette,48.88270066,2.374717556
Clignancourt,Custine - Ramey,Clignancourt,48.8887359,2.346952669
Bel-Air,Champs de Manoeuvre - Cartoucherie,Bel-Air,48.83407122,2.445613297
Notre-Dame-des-Champs,Saint-Placide - Cherche Midi,Notre-Dame-des-Champs,48.84905359,2.325317971
Plaine de Monceaux,Jouffroy d'Abbans - Villiers,Plaine de Monceaux,48.88421555,2.305653356
Val-de-Grâce,Le Goff - Gay-Lussac,Val-de-Grâce,48.8461024,2.341220789
Roquette,Roquette - Auguste Laurent,Roquette,48.85800191,2.381797703
Charonne,Buzenval - Vignoles,Charonne,48.85385817,2.400004081
Parc-de-Montsouris,Tombe Issoire - René Coty,Parc-de-Montsouris,48.83051288,2.334361374
Auteuil,George Sand - Jean de La Fontaine,Auteuil,48.84986919,2.268257388
Saint-Ambroise,Ménilmontant - Oberkampf,Saint-Ambroise,48.86661766,2.38301344
Necker,Pasteur - Cotentin,Necker,48.8389284,2.316356
Champs-Elysées,Galilée - Vernet,Champs-Elysées,48.87171588,2.298544496
Plaisance,Jacquier - Didot,Plaisance,48.82953336,2.318179272
Notre-Dame-des-Champs,Saint-Sulpice,Notre-Dame-des-Champs,48.85165383,2.330807783
Val-de-Grâce,Gay Lussac - Saint-Jacques,Val-de-Grâce,48.84473026,2.341923945
Europe,Rocher - Laborde,Europe,48.87590241,2.322616316
Plaisance,Porte de Vanves,Plaisance,48.82801285,2.305687889
Plaisance,Marc Sangnier - Porte de Vanves,Plaisance,48.82521868,2.310711667
Ternes,Place Madeleine Daniélou,Ternes,48.883498,2.282015
Ternes,Porte Maillot - Pereire,Ternes,48.877775,2.284444
Madeleine,Miromesnil - La Boétie,Madeleine,48.87372241,2.315848097
Necker,Volontaire - Lecourbe,Necker,48.84351379,2.306552231
Père-Lachaise,Boyer - Ménilmontant,Père-Lachaise,48.86889516,2.391982415
Folie-Méricourt,Jules Ferry - Faubourg du Temple Paris,Folie-Méricourt,48.868397,2.3678933
La Chapelle,Departement - Pajol,La Chapelle,48.88667485,2.361361161
Porte-Dauphine,Jardin d'Acclimatation,Porte-Dauphine,48.87877224,2.270772234
Saint-Victor,Jussieu - Fossés Saint-Bernard,Saint-Victor,48.84718551,2.35348586
Muette,Ceinture du Lac Inferieure - Saint-Cloud,Muette,48.86218071,2.261787169
Salpêtrière,Gare d'Austerlitz - Quai Saint-Bernard,Salpêtrière,48.84369031,2.365716398
Grandes-Carrières,Pierre Ginier - Clichy,Grandes-Carrières,48.8867667,2.326228
Quinze-Vingts,Charenton - Place du Col Bourgoin,Quinze-Vingts,48.84486732,2.382578935
Saint-Lambert,Vasco de Gama,Saint-Lambert,48.83671783,2.283664086
Clignancourt,Porte de Clignancourt,Clignancourt,48.897488,2.343996
Notre-Dame-des-Champs,Place Alphonse Deville,Notre-Dame-des-Champs,48.85018826,2.327596173
Grandes-Carrières,Clichy - Lechapelais,Grandes-Carrières,48.89939207,2.331942022
Javel,Balard - Montagne de la Fage,Javel,48.8385074,2.278287113
Auteuil,Maison de Radio - France,Auteuil,48.85132886,2.27778554
Gare,Parc de Choisy,Gare,48.82815625,2.358513533
Salpêtrière,Hôpital Pitié Salpêtrière,Salpêtrière,48.8377016,2.3604946
Grandes-Carrières,Ney - Porte de Montmartre,Grandes-Carrières,48.897918,2.3364872
Palais-Royal,Thérèse - Opéra,Palais-Royal,48.86648351,2.334433421
Maison-Blanche,Vistule - Choisy,Maison-Blanche,48.82365544,2.361572385
Bel-Air,Bois de Vincennes - Porte Jaune,Bel-Air,48.83875125,2.460548915
Europe,Clapeyron - Moscou,Europe,48.8807882,2.324815057
Amérique,Hôpital Robert Debré,Amérique,48.88005222,2.400865035
Javel,Parc Suzanne Lenglen,Javel,48.83325069,2.276540324
Grenelle,Place Fernand Forest,Grenelle,48.84926914,2.281863168
Batignolles,Porte d'Asnières,Batignolles,48.89035818,2.303628623
Saint-Vincent-de-Paul,Gare du Nord - Faubourg Saint-Denis,Saint-Vincent-de-Paul,48.87961277,2.356840298
Roquette,Bréguet - Sabin,Roquette,48.85693168,2.370674946
Epinettes,Paul Bodin - Clichy,Epinettes,48.89239615,2.317142598
Père-Lachaise,Sorbier - Ménilmontant,Père-Lachaise,48.8685424,2.389772125
Gare,Halle Freyssinet - Parvis Alan Turing,Gare,48.83284681,2.371142171
Saint-Merri,Archives - Rivoli,Saint-Merri,48.85734671,2.353976704
Saint-Merri,Blancs-Manteaux - Archives,Saint-Merri,48.85941801,2.355947122
Clignancourt,Poulet - Barbès,Clignancourt,48.887148,2.349064
Pont-de-Flandre,Cesaria Evora - Rosa Parks,Pont-de-Flandre,48.89717673,2.374517396
Palais-Royal,Ventadour - Opéra,Palais-Royal,48.86681065,2.334388448
Porte-Dauphine,Suresnes - Muette à Neuilly,Porte-Dauphine,48.868716,2.266586
Mail,Place des Victoires,Mail,48.8660354,2.3420333
Villette,Mathis - Flandre,Villette,48.89064299,2.376255468
Faubourg-du-Roule,Balzac - Champs Elysées,Faubourg-du-Roule,48.87269964,2.300195396
Gare,Olympiades,Gare,48.82676467,2.365086079
Auteuil,Jean de la Fontaine - Boulainvilliers,Auteuil,48.85264791,2.275866419
Clignancourt,Championnet,Clignancourt,48.8953643,2.3498166
Notre-Dame-des-Champs,Regard - Rennes,Notre-Dame-des-Champs,48.8473854,2.326855548
Sainte-Marguerite,Philippe-Auguste,Sainte-Marguerite,48.85185349,2.393294536
Jardin-des-Plantes,Geoffroy-Saint-Hilaire - Saint-Marcel,Jardin-des-Plantes,48.83907826,2.356877341
Parc-de-Montsouris,Jourdan - Stade Charléty,Parc-de-Montsouris,48.81942833,2.343335375
Montparnasse,Boulard - Daguerre,Montparnasse,48.83442368,2.329458967
Saint-Victor,Boulangers - Cardinal Lemoine,Saint-Victor,48.8462904,2.3521495
Saint-Germain-des-Prés,Institut de France,Saint-Germain-des-Prés,48.85761568,2.335831353
Epinettes,Legendre - Clichy,Epinettes,48.88896162,2.322528975
Combat,Square Simon Bolivar,Combat,48.87508989,2.382630408
Croulebarbe,Port-Royal - Hôpital du Val-de-Grâce,Croulebarbe,48.83766827,2.344813835
Combat,Botzaris - Parc des Buttes Chaumont,Combat,48.877951,2.381464
Necker,Joseph Liouville - Croix Nivert,Necker,48.84483547,2.297508493
Sorbonne,Cujas - Saint-Michel,Sorbonne,48.84819135,2.341831655
Amérique,Hautpoul - Jean Jaurès,Amérique,48.88639368,2.386541454
Sainte-Marguerite,Jean Macé - Faidherbe,Sainte-Marguerite,48.85337548,2.382862084
Grandes-Carrières,Francoeur - Marcadet,Grandes-Carrières,48.89104123,2.340014585
Hôpital-Saint-Louis,Gare de l'Est - Verdun,Hôpital-Saint-Louis,48.87615605,2.360914908
Père-Lachaise,Ménilmontant - Pelleport,Père-Lachaise,48.87068263,2.398959602
Ternes,Mac-Mahon - Brey,Ternes,48.87753208,2.294512536
La Chapelle,Porte d'Aubervilliers,La Chapelle,48.89859662,2.368972264
Chaillot,Bassano -  Iéna,Chaillot,48.86814451,2.296149601
Petit-Montrouge,Romain Rolland,Petit-Montrouge,48.82021523,2.323414423
Grandes-Carrières,Square Raymond Souplex,Grandes-Carrières,48.89183721,2.335426103
Saint-Victor,Poissy - Saint-Germain,Saint-Victor,48.84969649,2.352968529
Monnaie,Pierre Sarrazin - Saint-Michel,Monnaie,48.85090815,2.342130728
Bel-Air,Square Georges Melies,Bel-Air,48.84070239,2.409667745
Combat,Mairie du 19ème,Combat,48.88256264,2.381262481
Charonne,Louis Ganne - Davout,Charonne,48.86338721,2.409725748
Madeleine,Matignon - Faubourg Saint-Honoré,Madeleine,48.87147859,2.313977927
Maison-Blanche,Moulin de la Pointe,Maison-Blanche,48.82092946,2.356317937
Grandes-Carrières,Véron - Lepic,Grandes-Carrières,48.88526123,2.334559858
Gros-Caillou,Rapp - Place du Général Gouraud,Gros-Caillou,48.85810289,2.30040729
Amérique,Pré Saint-Gervais - Lilas,Amérique,48.87787063,2.395907342
Saint-Ambroise,Jacquard - Ternaux,Saint-Ambroise,48.8646605,2.373162
Maison-Blanche,Wurtz - Tolbiac,Maison-Blanche,48.82631196,2.344585955
Gros-Caillou,Ecole Militaire - Place Joffre,Gros-Caillou,48.8520602,2.301799357
Gare,Bruneseau - Quai d'Ivry,Gare,48.82494564,2.388566136
Saint-Lambert,Brancion - Lefebvre,Saint-Lambert,48.82900223,2.301431038
Porte-Dauphine,André Maurois - Joseph et Marie Hackin,Porte-Dauphine,48.8778983,2.2789591
